# emoji-sequences.txt
# Date: 2024-05-01, 21:25:24 GMT
# © 2024 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 16.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following:
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       RGI_Emoji_Flag_Sequence
#       RGI_Emoji_Tag_Sequence
#       RGI_Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, each of the type fields defines the name of
# a binary property of strings. The short name of each property is the same as the long name.
#
# For the purpose of regular expressions, the property RGI_Emoji is defined as
# a binary property of strings corresponding to ED-27 in UTS #51 Unicode Emoji.
# That is, it is the union of the above properties plus RGI_Emoji_ZWJ_Sequence,
# whose data is in emoji-zwj-sequences.txt.
# The short name of RGI_Emoji is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji                  ; watch..hourglass done                                          # E0.6   [2] (⌚..⌛)
1F1EC 1F1F8   ; RGI_Emoji_Flag_Sequence      ; flag: South Georgia & South Sandwich Islands                   # E2.0   [1] (🇬🇸)
1F1EC 1F1F9   ; RGI_Emoji_Flag_Sequence      ; flag: Guatemala                                                # E2.0   [1] (🇬🇹)
1F1EC 1F1FA   ; RGI_Emoji_Flag_Sequence      ; flag: Guam                                                     # E2.0   [1] (🇬🇺)
1F1EC 1F1FC   ; RGI_Emoji_Flag_Sequence      ; flag: Guinea-Bissau                                            # E2.0   [1] (🇬🇼)
1F1EC 1F1FE   ; RGI_Emoji_Flag_Sequence      ; flag: Guyana                                                   # E2.0   [1] (🇬🇾)
1F1ED 1F1F0   ; RGI_Emoji_Flag_Sequence      ; flag: Hong Kong SAR China                                      # E2.0   [1] (🇭🇰)
1F1ED 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Heard & McDonald Islands                                 # E2.0   [1] (🇭🇲)
1F1ED 1F1F3   ; RGI_Emoji_Flag_Sequence      ; flag: Honduras                                                 # E2.0   [1] (🇭🇳)
1F1ED 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: Croatia                                                  # E2.0   [1] (🇭🇷)
1F1ED 1F1F9   ; RGI_Emoji_Flag_Sequence      ; flag: Haiti                                                    # E2.0   [1] (🇭🇹)
1F1ED 1F1FA   ; RGI_Emoji_Flag_Sequence      ; flag: Hungary                                                  # E2.0   [1] (🇭🇺)
1F1EE 1F1E8   ; RGI_Emoji_Flag_Sequence      ; flag: Canary Islands                                           # E2.0   [1] (🇮🇨)
1F1EE 1F1E9   ; RGI_Emoji_Flag_Sequence      ; flag: Indonesia                                                # E2.0   [1] (🇮🇩)
1F1EE 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Ireland                                                  # E2.0   [1] (🇮🇪)
1F1EE 1F1F1   ; RGI_Emoji_Flag_Sequence      ; flag: Israel                                                   # E2.0   [1] (🇮🇱)
1F1EE 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Isle of Man                                              # E2.0   [1] (🇮🇲)
1F1EE 1F1F3   ; RGI_Emoji_Flag_Sequence      ; flag: India                                                    # E2.0   [1] (🇮🇳)
1F1EE 1F1F4   ; RGI_Emoji_Flag_Sequence      ; flag: British Indian Ocean Territory                           # E2.0   [1] (🇮🇴)
1F1EE 1F1F6   ; RGI_Emoji_Flag_Sequence      ; flag: Iraq                                                     # E2.0   [1] (🇮🇶)
1F1EE 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: Iran                                                     # E2.0   [1] (🇮🇷)
1F1EE 1F1F8   ; RGI_Emoji_Flag_Sequence      ; flag: Iceland                                                  # E2.0   [1] (🇮🇸)
1F1EE 1F1F9   ; RGI_Emoji_Flag_Sequence      ; flag: Italy                                                    # E0.6   [1] (🇮🇹)
1F1EF 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Jersey                                                   # E2.0   [1] (🇯🇪)
1F1EF 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Jamaica                                                  # E2.0   [1] (🇯🇲)
1F1EF 1F1F4   ; RGI_Emoji_Flag_Sequence      ; flag: Jordan                                                   # E2.0   [1] (🇯🇴)
1F1EF 1F1F5   ; RGI_Emoji_Flag_Sequence      ; flag: Japan                                                    # E0.6   [1] (🇯🇵)
1F1F0 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Kenya                                                    # E2.0   [1] (🇰🇪)
1F1F0 1F1EC   ; RGI_Emoji_Flag_Sequence      ; flag: Kyrgyzstan                                               # E2.0   [1] (🇰🇬)
1F1F0 1F1ED   ; RGI_Emoji_Flag_Sequence      ; flag: Cambodia                                                 # E2.0   [1] (🇰🇭)
1F1F0 1F1EE   ; RGI_Emoji_Flag_Sequence      ; flag: Kiribati                                                 # E2.0   [1] (🇰🇮)
1F1F0 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Comoros                                                  # E2.0   [1] (🇰🇲)
1F1F0 1F1F3   ; RGI_Emoji_Flag_Sequence      ; flag: St. Kitts & Nevis                                        # E2.0   [1] (🇰🇳)
1F1F0 1F1F5   ; RGI_Emoji_Flag_Sequence      ; flag: North Korea                                              # E2.0   [1] (🇰🇵)
1F1F0 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: South Korea                                              # E0.6   [1] (🇰🇷)
1F1F0 1F1FC   ; RGI_Emoji_Flag_Sequence      ; flag: Kuwait                                                   # E2.0   [1] (🇰🇼)
1F1F0 1F1FE   ; RGI_Emoji_Flag_Sequence      ; flag: Cayman Islands                                           # E2.0   [1] (🇰🇾)
1F1F0 1F1FF   ; RGI_Emoji_Flag_Sequence      ; flag: Kazakhstan                                               # E2.0   [1] (🇰🇿)
1F1F1 1F1E6   ; RGI_Emoji_Flag_Sequence      ; flag: Laos                                                     # E2.0   [1] (🇱🇦)
1F1F1 1F1E7   ; RGI_Emoji_Flag_Sequence      ; flag: Lebanon                                                  # E2.0   [1] (🇱🇧)
1F1F1 1F1E8   ; RGI_Emoji_Flag_Sequence      ; flag: St. Lucia                                                # E2.0   [1] (🇱🇨)
1F1F1 1F1EE   ; RGI_Emoji_Flag_Sequence      ; flag: Liechtenstein                                            # E2.0   [1] (🇱🇮)
1F1F1 1F1F0   ; RGI_Emoji_Flag_Sequence      ; flag: Sri Lanka                                                # E2.0   [1] (🇱🇰)
1F1F1 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: Liberia                                                  # E2.0   [1] (🇱🇷)
1F1F1 1F1F8   ; RGI_Emoji_Flag_Sequence      ; flag: Lesotho                                                  # E2.0   [1] (🇱🇸)
1F1F1 1F1F9   ; RGI_Emoji_Flag_Sequence      ; flag: Lithuania                                                # E2.0   [1] (🇱🇹)
1F1F1 1F1FA   ; RGI_Emoji_Flag_Sequence      ; flag: Luxembourg                                               # E2.0   [1] (🇱🇺)
1F1F1 1F1FB   ; RGI_Emoji_Flag_Sequence      ; flag: Latvia                                                   # E2.0   [1] (🇱🇻)
1F1F1 1F1FE   ; RGI_Emoji_Flag_Sequence      ; flag: Libya                                                    # E2.0   [1] (🇱🇾)
1F1F2 1F1E6   ; RGI_Emoji_Flag_Sequence      ; flag: Morocco                                                  # E2.0   [1] (🇲🇦)
1F1F2 1F1E8   ; RGI_Emoji_Flag_Sequence      ; flag: Monaco                                                   # E2.0   [1] (🇲🇨)
1F1F2 1F1E9   ; RGI_Emoji_Flag_Sequence      ; flag: Moldova                                                  # E2.0   [1] (🇲🇩)
1F1F2 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Montenegro                                               # E2.0   [1] (🇲🇪)
1F1F2 1F1EB   ; RGI_Emoji_Flag_Sequence      ; flag: St. Martin                                               # E2.0   [1] (🇲🇫)
1F1F2 1F1EC   ; RGI_Emoji_Flag_Sequence      ; flag: Madagascar                                               # E2.0   [1] (🇲🇬)
1F1F2 1F1ED   ; RGI_Emoji_Flag_Sequence      ; flag: Marshall Islands                                         # E2.0   [1] (🇲🇭)
1F1F2 1F1F0   ; RGI_Emoji_Flag_Sequence      ; flag: North Macedonia                                          # E2.0   [1] (🇲🇰)
1F1F2 1F1F1   ; RGI_Emoji_Flag_Sequence      ; flag: Mali                                                     # E2.0   [1] (🇲🇱)
1F1F2 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Myanmar (Burma)                                          # E2.0   [1] (🇲🇲)
1F1F2 1F1F3   ; RGI_Emoji_Flag_Sequence      ; flag: Mongolia                                                 # E2.0   [1] (🇲🇳)
1F1F2 1F1F4   ; RGI_Emoji_Flag_Sequence      ; flag: Macao SAR China                                          # E2.0   [1] (🇲🇴)
1F1F2 1F1F5   ; RGI_Emoji_Flag_Sequence      ; flag: Northern Mariana Islands                                 # E2.0   [1] (🇲🇵)
1F1F2 1F1F6   ; RGI_Emoji_Flag_Sequence      ; flag: Martinique                                               # E2.0   [1] (🇲🇶)
1F1F2 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: Mauritania                                               # E2.0   [1] (🇲🇷)
1F1F2 1F1F8   ; RGI_Emoji_Flag_Sequence      ; flag: Montserrat                                               # E2.0   [1] (🇲🇸)
1F1F2 1F1F9   ; RGI_Emoji_Flag_Sequence      ; flag: Malta                                                    # E2.0   [1] (🇲🇹)
1F1F2 1F1FA   ; RGI_Emoji_Flag_Sequence      ; flag: Mauritius                                                # E2.0   [1] (🇲🇺)
1F1F2 1F1FB   ; RGI_Emoji_Flag_Sequence      ; flag: Maldives                                                 # E2.0   [1] (🇲🇻)
1F1F2 1F1FC   ; RGI_Emoji_Flag_Sequence      ; flag: Malawi                                                   # E2.0   [1] (🇲🇼)
1F1F2 1F1FD   ; RGI_Emoji_Flag_Sequence      ; flag: Mexico                                                   # E2.0   [1] (🇲🇽)
1F1F2 1F1FE   ; RGI_Emoji_Flag_Sequence      ; flag: Malaysia                                                 # E2.0   [1] (🇲🇾)
1F1F2 1F1FF   ; RGI_Emoji_Flag_Sequence      ; flag: Mozambique                                               # E2.0   [1] (🇲🇿)
1F1F3 1F1E6   ; RGI_Emoji_Flag_Sequence      ; flag: Namibia                                                  # E2.0   [1] (🇳🇦)
1F1F3 1F1E8   ; RGI_Emoji_Flag_Sequence      ; flag: New Caledonia                                            # E2.0   [1] (🇳🇨)
1F1F3 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Niger                                                    # E2.0   [1] (🇳🇪)
1F1F3 1F1EB   ; RGI_Emoji_Flag_Sequence      ; flag: Norfolk Island                                           # E2.0   [1] (🇳🇫)
1F1F3 1F1EC   ; RGI_Emoji_Flag_Sequence      ; flag: Nigeria                                                  # E2.0   [1] (🇳🇬)
1F1F3 1F1EE   ; RGI_Emoji_Flag_Sequence      ; flag: Nicaragua                                                # E2.0   [1] (🇳🇮)
1F1F3 1F1F1   ; RGI_Emoji_Flag_Sequence      ; flag: Netherlands                                              # E2.0   [1] (🇳🇱)
1F1F3 1F1F4   ; RGI_Emoji_Flag_Sequence      ; flag: Norway                                                   # E2.0   [1] (🇳🇴)
1F1F3 1F1F5   ; RGI_Emoji_Flag_Sequence      ; flag: Nepal                                                    # E2.0   [1] (🇳🇵)
1F1F3 1F1F7   ; RGI_Emoji_Flag_Sequence      ; flag: Nauru                                                    # E2.0   [1] (🇳🇷)
1F1F3 1F1FA   ; RGI_Emoji_Flag_Sequence      ; flag: Niue                                                     # E2.0   [1] (🇳🇺)
1F1F3 1F1FF   ; RGI_Emoji_Flag_Sequence      ; flag: New Zealand                                              # E2.0   [1] (🇳🇿)
1F1F4 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: Oman                                                     # E2.0   [1] (🇴🇲)
1F1F5 1F1E6   ; RGI_Emoji_Flag_Sequence      ; flag: Panama                                                   # E2.0   [1] (🇵🇦)
1F1F5 1F1EA   ; RGI_Emoji_Flag_Sequence      ; flag: Peru                                                     # E2.0   [1] (🇵🇪)
1F1F5 1F1EB   ; RGI_Emoji_Flag_Sequence      ; flag: French Polynesia                                         # E2.0   [1] (🇵🇫)
1F1F5 1F1EC   ; RGI_Emoji_Flag_Sequence      ; flag: Papua New Guinea                                         # E2.0   [1] (🇵🇬)
1F1F5 1F1ED   ; RGI_Emoji_Flag_Sequence      ; flag: Philippines                                              # E2.0   [1] (🇵🇭)
1F1F5 1F1F0   ; RGI_Emoji_Flag_Sequence      ; flag: Pakistan                                                 # E2.0   [1] (🇵🇰)
1F1F5 1F1F1   ; RGI_Emoji_Flag_Sequence      ; flag: Poland                                                   # E2.0   [1] (🇵🇱)
1F1F5 1F1F2   ; RGI_Emoji_Flag_Sequence      ; flag: St. Pierre & Miquelon                                    # E2.0   [1] (🇵🇲)
1F1F5 1F1F3   ; RGI_Emoji_Flag_Sequence      ; flag: Pitcairn Islands                                         # E2.0   [1] (🇵🇳)
